sentence_lengths_words,sentence_lengths_lemmas,sentence_lengths_lexical,L_lines_words,L_lines_lemmas,L_lines_lexical,L_closerange_words,L_closerange_lemmas,L_closerange_lexical,L_cliques_words,L_cliques_lemmas,L_cliques_lexical,L_dependency_words,L_dependency_lemmas,L_dependency_lexical,L_IFtrimmed_words,L_IFtrimmed_lemmas,L_IFtrimmed_lexical,average_k_lines_words,average_k_lines_lemmas,average_k_lines_lexical,average_k_closerange_words,average_k_closerange_lemmas,average_k_closerange_lexical,average_k_cliques_words,average_k_cliques_lemmas,average_k_cliques_lexical,average_k_dependency_words,average_k_dependency_lemmas,average_k_dependency_lexical,average_k_IFtrimmed_words,average_k_IFtrimmed_lemmas,average_k_IFtrimmed_lexical
18,18,12,3.477124183006536,3.477124183006536,4.333333333333333,3.0130718954248366,3.3137254901960786,2.606060606060606,1,1,1,3.0718954248366015,3.0718954248366015,3.409090909090909,1.542483660130719,1.4183006535947713,1.5,2.2222222222222223,2.2222222222222223,1.8333333333333333,3.2222222222222223,2.888888888888889,3.1666666666666665,17,17,11,2.2222222222222223,2.2222222222222223,1.8333333333333333,9.777777777777779,10.333333333333334,6.166666666666667
20,20,14,4.436842105263158,4.436842105263158,5,3,2.871345029239766,2.9615384615384617,1,1,1,3.1526315789473682,3.1526315789473682,3.142857142857143,1.6631578947368422,1.5473684210526315,1.7032967032967032,2,2,1.8571428571428572,3.1,2.8,3,19,19,13,2,2,1.8571428571428572,10.3,10.9,6
22,22,16,2.948051948051948,2.948051948051948,3.316666666666667,3.0432900432900434,3.1285714285714286,2.1333333333333333,1,1,1,2.961038961038961,2.961038961038961,3.025,1.593073593073593,1.658008658008658,1.5666666666666667,2.6363636363636362,2.6363636363636362,2.125,3.090909090909091,2.6363636363636362,3.5,21,21,15,2.4545454545454546,2.4545454545454546,2.125,11.545454545454545,11.636363636363637,7.625
38,36,24,5.470839260312944,4.546031746031746,5.260869565217392,5.054054054054054,5.204991087344029,2.1631205673758864,1,1,1,3.933143669985775,3.7396825396825397,4.105072463768116,2.0142247510668563,1.6777777777777778,1.960144927536232,2.3157894736842106,2.4444444444444446,2.25,2.8947368421052633,2.5555555555555554,3.5833333333333335,37,35,23,2.3684210526315788,2.5,2.4166666666666665,14.157894736842104,17.22222222222222,7.75
16,16,10,5.666666666666667,5.666666666666667,3.6666666666666665,3.6083333333333334,3.219047619047619,2.1666666666666665,1,1,1,3.475,3.475,3.1333333333333333,1.2,1.175,1.2,1.875,1.875,1.8,2.875,2.875,2.6,15,15,9,1.875,1.875,1.8,12,12.375,7.2
31,30,20,5.339784946236559,5.236781609195402,4.689473684210526,3.4731182795698925,3.3333333333333335,2.857894736842105,1,1,1,3.546236559139785,3.3793103448275863,2.7857142857142856,1.8,1.832183908045977,1.6,2.3870967741935485,2.466666666666667,2.5,3.4193548387096775,3.6,3.8,30,29,19,2.3225806451612905,2.4,2.3,12.258064516129032,12.133333333333333,10
23,22,11,5.636363636363637,4.562770562770563,2.618181818181818,3.4071146245059287,3.3376623376623376,2.018181818181818,1,1,1,3.197628458498024,3.173160173160173,2.1454545454545455,1.8458498023715415,1.8354978354978355,2.3454545454545452,2,2.090909090909091,2.1818181818181817,3.130434782608696,3,3.090909090909091,22,21,10,2.0869565217391304,2.1818181818181817,2.3636363636363638,8.434782608695652,7.909090909090909,2.727272727272727
12,12,9,2.378787878787879,2.378787878787879,3.3333333333333335,3.1818181818181817,3.1818181818181817,1.5,1,1,1,2.393939393939394,2.393939393939394,2.7222222222222223,1.606060606060606,1.4545454545454546,1.8888888888888888,2.5,2.5,1.7777777777777777,2.1666666666666665,2.1666666666666665,2.4444444444444446,11,11,8,2.5,2.5,1.7777777777777777,5.5,6.333333333333333,3.3333333333333335
14,14,10,5,5,3.6666666666666665,2.2745098039215685,3.5384615384615383,2.4,1,1,1,3.010989010989011,3.010989010989011,2.577777777777778,1.6263736263736264,1.6703296703296704,1.8444444444444446,1.8571428571428572,1.8571428571428572,1.8,2.5714285714285716,2.7142857142857144,2.8,13,13,9,1.8571428571428572,1.8571428571428572,1.8,6.714285714285714,7.428571428571429,4.4
19,18,11,2.9005847953216373,2.7777777777777777,4,3.2483660130718954,3.325,2.709090909090909,1,1,1,2.801169590643275,2.7516339869281046,2.8727272727272726,1.4269005847953216,1.4705882352941178,1.5454545454545454,2.4210526315789473,2.5555555555555554,2,2.526315789473684,2.3333333333333335,2.727272727272727,18,17,10,2.526315789473684,2.6666666666666665,2.1818181818181817,11.578947368421053,10.333333333333334,5.636363636363637
17,17,11,4.147058823529412,4.147058823529412,4,3.1142857142857143,3.2666666666666666,2.7636363636363637,1,1,1,3.301470588235294,3.301470588235294,2.7636363636363637,1.2279411764705883,1.2058823529411764,1.5636363636363637,2,2,1.8181818181818181,2.7058823529411766,2.823529411764706,2.727272727272727,16,16,10,2,2,1.8181818181818181,12.470588235294118,12.823529411764707,5.818181818181818
30,28,18,4.560919540229885,3.8835978835978837,3.5359477124183005,5.440886699507389,4.150769230769231,3.4836601307189543,1,1,1,3.547126436781609,3.3624338624338623,3.3594771241830066,1.5011494252873563,1.4603174603174602,1.4248366013071896,2.2,2.357142857142857,2.111111111111111,2.533333333333333,2.357142857142857,2.888888888888889,29,27,17,2.3333333333333335,2.5,2.3333333333333335,16.466666666666665,16.142857142857142,10.88888888888889
23,23,14,5.7312252964426875,5.7312252964426875,3.5604395604395602,3.719367588932806,3.940711462450593,2.0392156862745097,1,1,1,3.5731225296442686,3.5731225296442686,2.8131868131868134,1.2806324110671936,1.2806324110671936,1.3846153846153846,2,2,2,3.3043478260869565,3.0434782608695654,2.857142857142857,22,22,13,2,2,2,17.130434782608695,17.565217391304348,9.571428571428571
28,28,18,4.108465608465608,4.108465608465608,3.104575163398693,3.2698412698412698,2.963696369636964,2.320261437908497,1,1,1,3.2645502645502646,3.2645502645502646,2.7908496732026142,1.5582010582010581,1.492063492063492,1.3202614379084967,2.4285714285714284,2.4285714285714284,2.4444444444444446,3.2142857142857144,2.7857142857142856,3.6666666666666665,27,27,17,2.4285714285714284,2.4285714285714284,2.4444444444444446,14.928571428571429,14.571428571428571,12.11111111111111
24,24,15,8.333333333333334,8.333333333333334,5.333333333333333,5.134057971014493,5.057971014492754,3.276190476190476,1,1,1,3.36231884057971,3.36231884057971,2.4166666666666665,1.536231884057971,1.4927536231884058,1.4666666666666666,1.9166666666666667,1.9166666666666667,1.8666666666666667,3.0833333333333335,3.1666666666666665,3.066666666666667,23,23,14,1.9166666666666667,1.9166666666666667,1.4666666666666666,12.25,13.25,8.266666666666667
32,31,21,5.796370967741935,5.075268817204301,4.914285714285715,4.127139364303178,3.679790026246719,3.157142857142857,1,1,1,4.314516129032258,4.073118279569893,3.891025641025641,1.6693548387096775,1.5333333333333334,1.6904761904761905,2.125,2.193548387096774,2,2.9375,2.838709677419355,3.3333333333333335,31,30,20,2.125,2.193548387096774,1.9047619047619047,17.0625,18.129032258064516,10.857142857142858
26,26,18,3.310769230769231,3.310769230769231,3.196078431372549,2.7415384615384615,2.833846153846154,2.2426470588235294,1,1,1,2.9753846153846153,2.9753846153846153,2.7516339869281046,1.596923076923077,1.6984615384615385,1.8235294117647058,2.769230769230769,2.769230769230769,2.5555555555555554,3.6923076923076925,3.4615384615384617,3.4444444444444446,25,25,17,2.4615384615384617,2.4615384615384617,2.3333333333333335,13,14.076923076923077,8.222222222222221
35,34,26,7.099159663865546,6.889483065953654,9,5.0890756302521005,4.3458110516934045,5.147692307692307,1,1,1,4.487394957983193,4.283422459893048,4.387692307692308,1.8470588235294119,2.1176470588235294,2.2184615384615385,2.057142857142857,2.1176470588235294,2,3.142857142857143,3.3529411764705883,3.3846153846153846,34,33,25,2.057142857142857,2.1176470588235294,2,12.057142857142857,10.941176470588236,8
29,28,17,6.302955665024631,4.947089947089947,4.573529411764706,4.751231527093596,4.592592592592593,2.948529411764706,1,1,1,3.6625615763546797,3.4021164021164023,3.9044117647058822,1.5812807881773399,1.5317460317460319,1.5735294117647058,2.206896551724138,2.2857142857142856,2,3.103448275862069,2.9285714285714284,3.411764705882353,28,27,16,2.206896551724138,2.2857142857142856,2,13.586206896551724,14.285714285714286,7.882352941176471
10,10,8,3.6666666666666665,3.6666666666666665,3,2.466666666666667,2.488888888888889,2.0714285714285716,1,1,1,2.6444444444444444,2.6444444444444444,2.2142857142857144,1.5333333333333334,1.4444444444444444,1.5,1.8,1.8,1.75,2.6,2.8,2.5,9,9,7,1.8,1.8,1.75,5.8,6.2,4.5
7,7,5,2.6666666666666665,2.6666666666666665,2,1.7142857142857142,2.0476190476190474,1.8,1,1,1,2.1904761904761907,2.1904761904761907,1.8,1.7142857142857142,1.5238095238095237,1.5,1.7142857142857142,1.7142857142857142,1.6,2.857142857142857,2,1.6,6,6,4,1.7142857142857142,1.7142857142857142,1.6,2.5714285714285716,3.142857142857143,2
20,19,13,6.205263157894737,3.6140350877192984,2.871794871794872,3.721052631578947,2.871345029239766,2.871794871794872,1,1,1,3.357894736842105,3.1637426900584797,2.871794871794872,1.7947368421052632,1.3567251461988303,1.3333333333333333,2,2.1052631578947367,2.1538461538461537,3.2,3.1578947368421053,2.4615384615384617,19,18,12,2.1,2.210526315789474,2,8.3,12.105263157894736,8.307692307692308
15,14,11,3.7904761904761903,3.5164835164835164,2.7818181818181817,2.7032967032967035,2.6794871794871793,1.4074074074074074,1,1,1,2.657142857142857,2.5934065934065935,2.3636363636363638,1.6095238095238096,1.5494505494505495,1.5636363636363637,2,2.142857142857143,2.1818181818181817,2.8,2.7142857142857144,3.090909090909091,14,13,10,2.1333333333333333,2.2857142857142856,2.3636363636363638,6.666666666666667,6.714285714285714,5.454545454545454
37,37,21,6.13063063063063,6.13063063063063,4.123809523809523,4.904761904761905,4.649717514124294,2.880952380952381,1,1,1,3.9234234234234235,3.9234234234234235,2.607843137254902,1.8093093093093093,1.6636636636636637,1.338095238095238,2.5405405405405403,2.5405405405405403,2.4761904761904763,3.4594594594594597,3.2972972972972974,3.8095238095238093,36,36,20,2.4864864864864864,2.4864864864864864,2.2857142857142856,17.027027027027028,19.135135135135137,14.095238095238095
10,10,5,3.6666666666666665,3.6666666666666665,2,2.688888888888889,2.7222222222222223,1.5,1,1,1,2.888888888888889,2.888888888888889,1.25,1.6222222222222222,1.3333333333333333,1.4,1.8,1.8,1.6,2.4,1.8,2,9,9,4,1.8,1.8,1.2,4.4,6.2,2.4
24,23,16,8.333333333333334,5.138339920948616,3.7333333333333334,4.811594202898551,4.1857707509881426,3.0952380952380953,1,1,1,3.5181159420289854,3.505928853754941,3.0166666666666666,1.4202898550724639,1.4229249011857708,1.45,1.9166666666666667,2,2,2.8333333333333335,2.869565217391304,2.875,23,22,15,1.9166666666666667,2,2,15.416666666666666,14.695652173913043,9.375
39,37,25,5.592442645074224,4.430930930930931,3.3,3.8620199146514937,3.5047619047619047,3.0633333333333335,1,1,1,4.032388663967612,3.6156156156156154,3.2666666666666666,1.5114709851551957,1.5360360360360361,1.7266666666666666,2.2051282051282053,2.324324324324324,2.32,3.5384615384615383,3.2972972972972974,3.2,38,36,24,2.3076923076923075,2.4324324324324325,2.48,21.743589743589745,19.89189189189189,10
26,26,17,4.523076923076923,4.523076923076923,3.6323529411764706,4.05982905982906,4.071729957805907,2.911764705882353,1,1,1,3.5353846153846153,3.5353846153846153,3.073529411764706,1.4738461538461538,1.4892307692307691,1.625,2.230769230769231,2.230769230769231,2.235294117647059,2.5384615384615383,2.6153846153846154,3.0588235294117645,25,25,16,2.3076923076923075,2.3076923076923075,2.3529411764705883,15.153846153846153,15.846153846153847,8.588235294117647
39,36,26,4.462887989203779,3.8015873015873014,3.6615384615384614,3.541160593792173,3.4904761904761905,3.169230769230769,1,1,1,3.475033738191633,3.2555555555555555,3.4215384615384616,1.902834008097166,1.9047619047619047,1.9323076923076923,2.5641025641025643,2.7777777777777777,2.5384615384615383,3.58974358974359,3.6666666666666665,3.3076923076923075,38,35,25,2.41025641025641,2.611111111111111,2.4615384615384617,15.692307692307692,14.11111111111111,9.307692307692308
32,31,21,2.909274193548387,2.89247311827957,2.8523809523809525,3.1149425287356323,3.125615763546798,2.3095238095238093,1,1,1,2.9596774193548385,2.8967741935483873,2.876190476190476,2.4173387096774195,2.243010752688172,2.5,3,3.096774193548387,2.5714285714285716,3.1875,3.225806451612903,4,31,30,20,2.9375,3.032258064516129,2.5714285714285716,11.875,11.870967741935484,6.095238095238095
23,22,15,5.430830039525691,4.822510822510822,3.4952380952380953,4.580952380952381,4.352380952380952,2.7714285714285714,1,1,1,3.1620553359683794,3.116883116883117,2.6857142857142855,1.6047430830039526,1.4718614718614718,1.380952380952381,2,2.090909090909091,2.1333333333333333,2.4347826086956523,2.5454545454545454,2.933333333333333,22,21,14,2,2.090909090909091,2.1333333333333333,11.043478260869565,12.090909090909092,9.2
28,27,19,7.873015873015873,4.886039886039886,4.1345029239766085,4.746438746438747,3.144615384615385,3.0584795321637426,1,1,1,3.671957671957672,3.472934472934473,3.198830409356725,2.060846560846561,1.9572649572649572,1.7660818713450293,2.0714285714285716,2.1481481481481484,2.1052631578947367,3.0714285714285716,3.3333333333333335,3.3684210526315788,27,26,18,2.142857142857143,2.2222222222222223,2.210526315789474,9.5,10.37037037037037,7.7894736842105265
13,13,8,4.666666666666667,4.666666666666667,3,3.128205128205128,2.6785714285714284,1.7857142857142858,1,1,1,2.7948717948717947,2.7948717948717947,2.25,1.9487179487179487,1.9871794871794872,2.642857142857143,1.8461538461538463,1.8461538461538463,1.75,2.769230769230769,2.3076923076923075,3.25,12,12,7,1.8461538461538463,1.8461538461538463,1.75,4.615384615384615,5.230769230769231,2
20,19,12,5.826315789473684,4.994152046783626,3.6666666666666665,3.8842105263157896,3.6140350877192984,2.5454545454545454,1,1,1,2.963157894736842,2.7134502923976607,2.4545454545454546,1.9947368421052631,1.6608187134502923,1.7878787878787878,2,2.1052631578947367,2,2.8,2.9473684210526314,2.6666666666666665,19,18,11,2,2.1052631578947367,2,7.3,10,5.166666666666667
8,8,6,3,3,2.3333333333333335,2.1785714285714284,2.2142857142857144,1.6666666666666667,1,1,1,2.25,2.25,1.8666666666666667,2,1.7857142857142858,2.066666666666667,1.75,1.75,1.6666666666666667,2.5,2.25,2.3333333333333335,7,7,5,1.75,1.75,1.6666666666666667,3.25,3.25,2
22,21,13,3.593073593073593,3.0476190476190474,2.3846153846153846,3.6796536796536796,3.8904761904761904,1.9230769230769231,1,1,1,2.5844155844155843,2.4904761904761905,2.109090909090909,2.45021645021645,2.123809523809524,2.3974358974358974,2.727272727272727,2.857142857142857,2.769230769230769,3,2.9523809523809526,3.8461538461538463,21,20,12,2.4545454545454546,2.5714285714285716,2,7.090909090909091,7.523809523809524,3.230769230769231
16,16,11,5.666666666666667,5.666666666666667,4,3.825,3.8333333333333335,2.5272727272727273,1,1,1,3.533333333333333,3.533333333333333,2.8363636363636364,1.975,1.8416666666666666,2.2181818181818183,1.875,1.875,1.8181818181818181,2.625,2.5,2.727272727272727,15,15,10,1.875,1.875,1.8181818181818181,6.375,7.375,4.181818181818182
19,19,14,5.847953216374269,5.847953216374269,5,3.326797385620915,3.849673202614379,3.010989010989011,1,1,1,3.1695906432748537,3.1695906432748537,2.912087912087912,1.8304093567251463,1.5730994152046784,1.835164835164835,2,2,1.8571428571428572,3.1578947368421053,2.736842105263158,3,18,18,13,2,2,1.8571428571428572,8.210526315789474,10.210526315789474,5.857142857142857
37,36,21,5.984984984984985,4.76984126984127,3.7095238095238097,6.016516516516517,3.973015873015873,3.0619047619047617,1,1,1,3.7762762762762763,3.742857142857143,3.223809523809524,1.406906906906907,1.3746031746031746,1.5238095238095237,2.324324324324324,2.388888888888889,2.4761904761904763,2.918918918918919,3.0555555555555554,3.5238095238095237,36,35,20,2.27027027027027,2.3333333333333335,2.380952380952381,22.54054054054054,22.944444444444443,10.857142857142858
27,27,16,5.7094017094017095,5.7094017094017095,5.666666666666667,4.384615384615385,4.410256410256411,3.283333333333333,1,1,1,3.299145299145299,3.299145299145299,3.0833333333333335,1.7008547008547008,1.5128205128205128,1.8166666666666667,2.074074074074074,2.074074074074074,1.875,2.962962962962963,2.888888888888889,3.25,26,26,15,2.074074074074074,2.074074074074074,1.875,15.481481481481481,16.88888888888889,8
33,33,21,5.276515151515151,5.276515151515151,4.628571428571429,3.606060606060606,4.098484848484849,3.447619047619048,1,1,1,3.3863636363636362,3.3863636363636362,3.1666666666666665,1.7651515151515151,1.5795454545454546,1.723809523809524,2.4242424242424243,2.4242424242424243,2.1904761904761907,3.393939393939394,3.090909090909091,2.761904761904762,32,32,20,2.303030303030303,2.303030303030303,2.1904761904761907,16.303030303030305,18.848484848484848,10
22,22,16,6.45021645021645,6.45021645021645,5.666666666666667,4.216450216450217,4.1731601731601735,3.35,1,1,1,3.2683982683982684,3.2683982683982684,3.375,1.6796536796536796,1.432900432900433,1.4083333333333334,2,2,1.875,3.090909090909091,2.8181818181818183,3.125,21,21,15,2,2,1.875,9.909090909090908,12.909090909090908,9.25
18,18,13,4.888888888888889,4.888888888888889,4.666666666666667,3.3594771241830066,3.5686274509803924,2.8846153846153846,1,1,1,3.215686274509804,3.215686274509804,3.2564102564102564,1.973856209150327,1.7973856209150327,2.3076923076923075,2,2,1.8461538461538463,3.2222222222222223,2.7777777777777777,2.769230769230769,17,17,12,2.111111111111111,2.111111111111111,2,6.888888888888889,7.444444444444445,4.615384615384615
16,16,11,5.666666666666667,5.666666666666667,4,3.75,3.3833333333333333,2.672727272727273,1,1,1,2.658333333333333,2.658333333333333,2.2545454545454544,1.7583333333333333,1.7583333333333333,1.8545454545454545,1.875,1.875,1.8181818181818181,2.625,2.75,2.5454545454545454,15,15,10,1.875,1.875,1.8181818181818181,6.75,7.25,4.181818181818182
22,22,14,4.376623376623376,4.376623376623376,3.6043956043956045,2.889473684210526,3.0584795321637426,2.2637362637362637,1,1,1,2.865800865800866,2.865800865800866,2.7142857142857144,1.41991341991342,1.3852813852813852,1.5274725274725274,2.8181818181818183,2.8181818181818183,2.5714285714285716,3.090909090909091,2.6363636363636362,3.4285714285714284,21,21,13,2.1818181818181817,2.1818181818181817,2.142857142857143,13.909090909090908,14.363636363636363,8.571428571428571
28,29,23,5.928571428571429,5.512315270935961,4.430830039525691,3.994708994708995,3.8793103448275863,3.3596837944664033,1,1,1,3.753968253968254,4.241379310344827,4.0395256916996045,2.0634920634920637,2.8201970443349755,2.822134387351779,2.2857142857142856,2.206896551724138,2.260869565217391,3.5714285714285716,3.586206896551724,3.4782608695652173,27,28,22,2.357142857142857,2.2758620689655173,2.347826086956522,9.428571428571429,6.896551724137931,5.043478260869565
21,21,17,3.9904761904761905,3.9904761904761905,5.132352941176471,3.142857142857143,3.3333333333333335,3.1029411764705883,1,1,1,2.9714285714285715,2.9714285714285715,2.926470588235294,2.6333333333333333,2.3095238095238093,2.5294117647058822,2.1904761904761907,2.1904761904761907,2,3.238095238095238,3.0476190476190474,3.411764705882353,20,20,16,2.2857142857142856,2.2857142857142856,2.1176470588235294,6.571428571428571,7.904761904761905,5.176470588235294
26,26,18,3.5753846153846154,3.5753846153846154,3.816993464052288,2.7415384615384615,2.812307692307692,2.392156862745098,1,1,1,2.7846153846153845,2.7846153846153845,2.65359477124183,1.7784615384615385,1.7292307692307691,1.934640522875817,2.4615384615384617,2.4615384615384617,2.111111111111111,3.6153846153846154,3.4615384615384617,3.888888888888889,25,25,17,2.923076923076923,2.923076923076923,2.7777777777777777,10.538461538461538,10.846153846153847,6.333333333333333
30,30,22,6.694252873563219,6.694252873563219,4.770562770562771,4.151724137931034,4.363218390804597,3.2987012987012987,1,1,1,3.8873563218390803,3.8873563218390803,3.6277056277056277,2.232183908045977,1.9011494252873564,1.8225108225108224,2.066666666666667,2.066666666666667,2.090909090909091,3.2666666666666666,3.1333333333333333,3.4545454545454546,29,29,21,2.066666666666667,2.066666666666667,2.090909090909091,8.466666666666667,10.266666666666667,8.181818181818182
41,39,27,4.5841463414634145,4.480431848852901,3.905982905982906,3.601219512195122,4.229419703103914,3.2962962962962963,1,1,1,3.370731707317073,3.242914979757085,3.074074074074074,1.947560975609756,1.6680161943319838,1.8603988603988604,2.5365853658536586,2.6666666666666665,2.5185185185185186,3.4634146341463414,3.1794871794871793,3.7037037037037037,40,38,26,2.5853658536585367,2.717948717948718,2.5925925925925926,14.390243902439025,17.58974358974359,10.148148148148149
30,29,16,4.908045977011494,4.342364532019705,4.608333333333333,3.5494252873563217,3.561576354679803,2.8583333333333334,1,1,1,3.6252873563218393,3.4458128078817736,3.2666666666666666,1.439080459770115,1.4630541871921183,1.4416666666666667,2.2666666666666666,2.3448275862068964,2.125,3.2666666666666666,3.2413793103448274,3.375,29,28,15,2.2666666666666666,2.3448275862068964,2.125,17.266666666666666,16.413793103448278,8.875
18,17,13,6.333333333333333,4.014705882352941,3.1794871794871793,3.954248366013072,3.389705882352941,2.6666666666666665,1,1,1,3.235294117647059,3.1470588235294117,3,2.215686274509804,1.8823529411764706,2.448717948717949,1.8888888888888888,2,2,2.7777777777777777,2.7058823529411766,2.923076923076923,17,16,12,1.8888888888888888,2,2,4.888888888888889,5.882352941176471,2.769230769230769
16,16,10,5.666666666666667,5.666666666666667,3.6666666666666665,3.441666666666667,3.441666666666667,2.3333333333333335,1,1,1,2.8666666666666667,2.8666666666666667,2.4444444444444446,2.1666666666666665,1.5666666666666667,1.5555555555555556,1.875,1.875,1.8,2.875,2.875,3,15,15,9,1.875,1.875,1.8,6.75,8.375,5.2
29,28,21,6.413793103448276,5.261904761904762,5.161904761904762,4.014778325123153,2.4792899408284024,3.2,1,1,1,4.078817733990148,3.7751322751322753,3.723809523809524,1.7807881773399015,2.015873015873016,1.6142857142857143,2,2.0714285714285716,2,2.9655172413793105,2.9285714285714284,3.0476190476190474,28,27,20,2,2.0714285714285716,2,11.655172413793103,10.142857142857142,9.619047619047619
36,36,22,4.604761904761904,4.604761904761904,5.242424242424242,3.9238095238095236,4.442857142857143,4.562770562770563,1,1,1,3.458730158730159,3.458730158730159,3.2337662337662336,1.7571428571428571,1.9111111111111112,1.9783549783549783,2.5555555555555554,2.5555555555555554,2.272727272727273,3.5555555555555554,3.111111111111111,3.1818181818181817,35,35,21,2.7222222222222223,2.7222222222222223,2.5454545454545454,15.333333333333334,14.666666666666666,7.181818181818182
13,13,6,4.666666666666667,4.666666666666667,2.3333333333333335,1.7741935483870968,1.8387096774193548,1.5333333333333334,1,1,1,3.358974358974359,3.358974358974359,1.5714285714285714,1.858974358974359,1.8717948717948718,2.1333333333333333,1.8461538461538463,1.8461538461538463,1.6666666666666667,2.1538461538461537,2.1538461538461537,2.6666666666666665,12,12,5,1.8461538461538463,1.8461538461538463,1.3333333333333333,5.384615384615385,4.923076923076923,1.6666666666666667
22,22,13,7.666666666666667,7.666666666666667,4.666666666666667,4.179856115107913,4.258992805755396,2.8636363636363638,1,1,1,3.5281385281385282,3.5281385281385282,3.1025641025641026,1.6406926406926408,1.3506493506493507,1.294871794871795,1.9090909090909092,1.9090909090909092,1.8461538461538463,2.3636363636363638,2.272727272727273,2.769230769230769,21,21,12,1.9090909090909092,1.9090909090909092,1.8461538461538463,11.545454545454545,14.818181818181818,8.615384615384615
36,36,28,5.703174603174603,5.703174603174603,6.978835978835979,4.223809523809524,5.0777777777777775,4.481481481481482,1,1,1,3.831746031746032,3.831746031746032,3.85978835978836,1.8904761904761904,1.6682539682539683,1.597883597883598,2.1666666666666665,2.1666666666666665,2.0714285714285716,3.2777777777777777,3.2222222222222223,3,35,35,27,2.2222222222222223,2.2222222222222223,2.142857142857143,13.88888888888889,16.833333333333332,13.571428571428571
22,22,15,5.48051948051948,5.48051948051948,4.904761904761905,3.8842105263157896,4.057894736842106,2.914285714285714,1,1,1,3.4675324675324677,3.4675324675324677,3.3047619047619046,2.0043290043290045,1.5238095238095237,1.6285714285714286,2.272727272727273,2.272727272727273,2.1333333333333333,2.5454545454545454,2.5454545454545454,3.2,21,21,14,2.3636363636363638,2.3636363636363638,2.2666666666666666,8.454545454545455,11.272727272727273,6.666666666666667
12,12,8,2.878787878787879,2.878787878787879,3,2.911111111111111,2.3333333333333335,2,1,1,1,2.621212121212121,2.621212121212121,2.0625,2.3484848484848486,1.8333333333333333,2.2857142857142856,2,2,1.75,2,1.8333333333333333,2.25,11,11,7,2,2,1.5,4,5.5,2.5
12,12,8,4.333333333333333,4.333333333333333,3,2.757575757575758,2.618181818181818,2.142857142857143,1,1,1,2.4696969696969697,2.4696969696969697,2.25,1.8333333333333333,1.606060606060606,1.6071428571428572,1.8333333333333333,1.8333333333333333,1.75,2.8333333333333335,2.6666666666666665,2.5,11,11,7,1.8333333333333333,1.8333333333333333,1.75,4.166666666666667,5.333333333333333,3.25
14,14,11,4.252747252747253,4.252747252747253,4,1.736842105263158,1.7894736842105263,2.418181818181818,1,1,1,2.78021978021978,2.78021978021978,2.7818181818181817,2.076923076923077,2.1868131868131866,1.8909090909090909,2,2,1.8181818181818181,2.7142857142857144,2.5714285714285716,3.272727272727273,13,13,10,2.142857142857143,2.142857142857143,2,4.285714285714286,4,4.545454545454546
30,29,18,9.47816091954023,7.073891625615763,4.928104575163399,4.397810218978102,5.388888888888889,3.895424836601307,1,1,1,3.84367816091954,3.8399014778325125,3.5751633986928106,2.0344827586206895,1.5320197044334976,1.6993464052287581,2,2.0689655172413794,2,2.7333333333333334,2.8275862068965516,2.888888888888889,29,28,17,2.1333333333333333,2.206896551724138,2.2222222222222223,16.333333333333332,17.448275862068964,9.333333333333334
30,29,19,5.901149425287357,4.302955665024631,5.017543859649122,3.6574712643678162,3.291005291005291,2.0317460317460316,1,1,1,3.52183908045977,3.5246305418719213,3.625730994152047,2.075862068965517,2.0295566502463056,1.8011695906432748,2.1333333333333333,2.206896551724138,2.1052631578947367,3.3333333333333335,3.2413793103448274,2.8421052631578947,29,28,18,2.2,2.2758620689655173,2.210526315789474,11.2,11.793103448275861,8.105263157894736
15,15,7,4.828571428571428,4.828571428571428,2.6666666666666665,3.1714285714285713,3.1714285714285713,1.619047619047619,1,1,1,3.085714285714286,3.085714285714286,2.380952380952381,1.9428571428571428,1.8952380952380952,1.9047619047619047,2,2,1.7142857142857142,2.8,2.8,3.142857142857143,14,14,6,2.1333333333333333,2.1333333333333333,1.7142857142857142,5.2,5.466666666666667,2.857142857142857
18,18,10,5.006535947712418,5.006535947712418,3.6666666666666665,3.5294117647058822,3.9338235294117645,2.2222222222222223,1,1,1,3.0130718954248366,3.0130718954248366,2.511111111111111,1.8496732026143792,1.6339869281045751,1.8666666666666667,2,2,1.8,2.4444444444444446,2.111111111111111,2.6,17,17,9,2.111111111111111,2.111111111111111,2,6.555555555555555,8.444444444444445,3.4
25,24,16,4.84,3.746376811594203,5.666666666666667,3.9057971014492754,2.7471264367816093,3.5904761904761906,1,1,1,3.546666666666667,3.3659420289855073,3.3583333333333334,2.0033333333333334,1.894927536231884,2.0166666666666666,2.08,2.1666666666666665,1.875,3.04,2.75,2.75,24,23,15,2.08,2.1666666666666665,1.875,9.6,10.166666666666666,5
11,11,8,4,4,3,2.581818181818182,3.090909090909091,2.4285714285714284,1,1,1,2.109090909090909,2.109090909090909,1.8571428571428572,1.6727272727272726,1.4545454545454546,1.6785714285714286,1.8181818181818181,1.8181818181818181,1.75,2.727272727272727,2.3636363636363638,2.25,10,10,7,2,2,2,4.7272727272727275,6,2.75
