sentence_lengths_words,sentence_lengths_lemmas,sentence_lengths_lexical,L_lines_words,L_lines_lemmas,L_lines_lexical,L_closerange_words,L_closerange_lemmas,L_closerange_lexical,L_cliques_words,L_cliques_lemmas,L_cliques_lexical,L_dependency_words,L_dependency_lemmas,L_dependency_lexical,L_IFtrimmed_words,L_IFtrimmed_lemmas,L_IFtrimmed_lexical,average_k_lines_words,average_k_lines_lemmas,average_k_lines_lexical,average_k_closerange_words,average_k_closerange_lemmas,average_k_closerange_lexical,average_k_cliques_words,average_k_cliques_lemmas,average_k_cliques_lexical,average_k_dependency_words,average_k_dependency_lemmas,average_k_dependency_lexical,average_k_IFtrimmed_words,average_k_IFtrimmed_lemmas,average_k_IFtrimmed_lexical
17,17,11,3.389705882352941,3.389705882352941,2.3454545454545452,2.448529411764706,2.551470588235294,2.018181818181818,1,1,1,2.5955882352941178,2.5955882352941178,2.1818181818181817,1.7426470588235294,1.8308823529411764,2.618181818181818,2.1176470588235294,2.1176470588235294,2.1818181818181817,3.176470588235294,3.0588235294117645,3.272727272727273,16,16,10,2.4705882352941178,2.4705882352941178,2.727272727272727,7.411764705882353,7.0588235294117645,2.5454545454545454
12,12,8,2.893939393939394,2.893939393939394,3,2.963636363636364,2.909090909090909,1.7857142857142858,1,1,1,2.393939393939394,2.393939393939394,2.4642857142857144,1.696969696969697,1.6818181818181819,1.6428571428571428,2.1666666666666665,2.1666666666666665,1.75,2.3333333333333335,2.5,3.25,11,11,7,2.3333333333333335,2.3333333333333335,2,4.833333333333333,4.833333333333333,3.25
13,13,7,4.666666666666667,4.666666666666667,2.6666666666666665,3.0727272727272728,1.65,1.619047619047619,1,1,1,2.7948717948717947,2.7948717948717947,2.0952380952380953,2.0384615384615383,1.935897435897436,1.9523809523809523,1.8461538461538463,1.8461538461538463,1.7142857142857142,2,1.6923076923076923,3.142857142857143,12,12,6,2,2,2,5.076923076923077,4.3076923076923075,2.2857142857142856
18,18,12,6.333333333333333,6.333333333333333,4.333333333333333,3.7037037037037037,3.4361702127659575,2.4393939393939394,1,1,1,3.712418300653595,3.712418300653595,3.5757575757575757,2.4052287581699345,2.084967320261438,2.196969696969697,1.8888888888888888,1.8888888888888888,1.8333333333333333,2.4444444444444446,2.5555555555555554,3.5,17,17,11,2.111111111111111,2.111111111111111,2.1666666666666665,5,7.333333333333333,4
15,15,10,5.333333333333333,5.333333333333333,3.6666666666666665,3.3736263736263736,3.3626373626373627,2.2888888888888888,1,1,1,3.1619047619047618,3.1619047619047618,2.5555555555555554,2.4380952380952383,2.1904761904761907,2.511111111111111,1.8666666666666667,1.8666666666666667,1.8,2.6666666666666665,2.2666666666666666,2.6,14,14,9,1.8666666666666667,1.8666666666666667,1.8,4.933333333333334,6.4,3.2
21,21,13,4.833333333333333,4.833333333333333,4.538461538461538,3.6523809523809523,3.8789473684210525,2.923076923076923,1,1,1,2.947619047619048,2.947619047619048,3.076923076923077,2.0952380952380953,2.0761904761904764,2.076923076923077,2.2857142857142856,2.2857142857142856,2.1538461538461537,2.857142857142857,2.4761904761904763,3.076923076923077,20,20,12,2.1904761904761907,2.1904761904761907,2.1538461538461537,8.857142857142858,8.761904761904763,4.461538461538462
25,25,14,3.953333333333333,3.81,4.153846153846154,3.2028985507246377,3.753623188405797,2.5494505494505493,1,1,1,3.12,3.3733333333333335,3.8076923076923075,1.86,1.6566666666666667,1.7362637362637363,2.56,2.56,2.2857142857142856,2.96,2.8,3.5714285714285716,24,24,13,2.8,2.72,2.5714285714285716,8.48,10.32,5
17,17,10,5.536764705882353,5.536764705882353,3.6666666666666665,3.5220588235294117,2.2333333333333334,2.2444444444444445,1,1,1,3.4338235294117645,3.4338235294117645,2.8444444444444446,2.2279411764705883,2.360294117647059,2.688888888888889,2,2,1.8,2.823529411764706,2.235294117647059,3.2,16,16,9,2.1176470588235294,2.1176470588235294,2,5.0588235294117645,5.882352941176471,2.4
13,13,7,3.1025641025641026,3.1025641025641026,2,2.3974358974358974,2.3974358974358974,1.619047619047619,1,1,1,2.6153846153846154,2.6153846153846154,2,1.8461538461538463,1.794871794871795,2.4285714285714284,2,2,2,2.6153846153846154,2.6153846153846154,2.857142857142857,12,12,6,2,2,2,6.153846153846154,6.153846153846154,2
29,29,19,6.226600985221675,6.226600985221675,6.666666666666667,4.596059113300493,4.729064039408867,3.4836601307189543,1,1,1,4.295566502463054,4.295566502463054,4.065693430656935,1.7389162561576355,1.5344827586206897,1.7426900584795322,2,2,1.894736842105263,2.896551724137931,2.8275862068965516,3.3684210526315788,28,28,18,2.0689655172413794,2.0689655172413794,1.894736842105263,11.586206896551724,15.03448275862069,7.157894736842105
11,11,8,4,4,3,1.56,1.52,1.7857142857142858,1,1,1,2.909090909090909,2.909090909090909,2.642857142857143,2.7636363636363637,2.418181818181818,2.8214285714285716,1.8181818181818181,1.8181818181818181,1.75,2.3636363636363638,2.5454545454545454,3.25,10,10,7,1.8181818181818181,1.8181818181818181,1.75,2.727272727272727,3.090909090909091,1.75
29,28,20,4.775862068965517,4.788359788359788,5.91578947368421,3.9729064039408866,4.5396825396825395,3.705263157894737,1,1,1,3.6600985221674875,3.64021164021164,3.7263157894736842,2.2044334975369457,1.8571428571428572,2.0526315789473686,2.2758620689655173,2.357142857142857,2.1,3.0344827586206895,2.9285714285714284,3.4,28,27,19,2.3448275862068964,2.357142857142857,2.1,7.517241379310345,10.071428571428571,5.3
22,22,13,3.688311688311688,3.688311688311688,2.8205128205128207,3.8225108225108224,3.1233766233766236,1.9210526315789473,1,1,1,2.5844155844155843,2.5844155844155843,2.282051282051282,1.2554112554112553,1.341991341991342,1.3076923076923077,2.1818181818181817,2.1818181818181817,2.1538461538461537,2.5454545454545454,2.272727272727273,2.1538461538461537,21,21,12,2.272727272727273,2.272727272727273,2.3076923076923075,15.909090909090908,14.181818181818182,9.076923076923077
16,16,11,3.6166666666666667,3.55,2.7636363636363637,2.9583333333333335,2.4380952380952383,2.272727272727273,1,1,1,2.716666666666667,2.6333333333333333,2.3454545454545452,1.7666666666666666,1.8083333333333333,2.109090909090909,2.375,2.375,2.1818181818181817,3.125,3.375,2.909090909090909,15,15,10,2.5,2.5,2.3636363636363638,6.375,6.25,2.909090909090909
18,18,13,4.65359477124183,4.65359477124183,4.666666666666667,3.0915032679738563,3.235294117647059,2.7564102564102564,1,1,1,3.6209150326797386,3.6209150326797386,3.3846153846153846,2.104575163398693,1.6470588235294117,1.8076923076923077,2,2,1.8461538461538463,3.111111111111111,2.7777777777777777,3.076923076923077,17,17,12,2.2222222222222223,2.2222222222222223,2.1538461538461537,6.222222222222222,8.11111111111111,4.615384615384615
22,21,13,3.948051948051948,3.738095238095238,3.8846153846153846,3.1645021645021645,3.0631578947368423,2.4242424242424243,1,1,1,2.9913419913419914,2.8,2.4615384615384617,2.034632034632035,2.1857142857142855,2.641025641025641,2.272727272727273,2.380952380952381,2.3076923076923075,3.4545454545454546,3.0476190476190474,2.6153846153846154,21,20,12,2.272727272727273,2.380952380952381,2.3076923076923075,7.7272727272727275,8.380952380952381,2.923076923076923
39,38,28,4.955465587044534,4.756756756756757,4.3994708994708995,3.5371120107962213,3.7140825035561877,2.7645502645502646,1,1,1,3.789473684210526,3.5732574679943103,4.097883597883598,2.4210526315789473,2.027027027027027,2.3492063492063493,2.5128205128205128,2.5789473684210527,2.142857142857143,3.5384615384615383,3.4210526315789473,4,38,37,27,2.769230769230769,2.8421052631578947,2.5714285714285716,7.948717948717949,11.631578947368421,6.071428571428571
22,21,14,3.5281385281385282,3.3190476190476192,4.604395604395604,2.7965367965367967,2.8263157894736843,1.894736842105263,1,1,1,3.294372294372294,3.0285714285714285,2.2758620689655173,2.2857142857142856,1.7857142857142858,2.043956043956044,2.1818181818181817,2.2857142857142856,2,3.4545454545454546,3.0476190476190474,2.5714285714285716,21,20,13,2.1818181818181817,2.2857142857142856,1.8571428571428572,5.545454545454546,7.904761904761905,4.285714285714286
21,19,11,4.042857142857143,3.6608187134502925,2.6545454545454548,3,2.8366013071895426,2.6363636363636362,1,1,1,2.919047619047619,2.6842105263157894,2.109090909090909,2.0714285714285716,2.1403508771929824,1.8363636363636364,2.0952380952380953,2.3157894736842106,2.1818181818181817,3.238095238095238,2.8421052631578947,2.5454545454545454,20,18,10,2.0952380952380953,2.3157894736842106,2.1818181818181817,7.238095238095238,6.421052631578948,3.4545454545454546
15,15,10,2.895238095238095,2.895238095238095,2.7111111111111112,2.3333333333333335,2.3333333333333335,1.9333333333333333,1,1,1,2.857142857142857,2.857142857142857,2.5555555555555554,1.8857142857142857,1.438095238095238,1.3333333333333333,2.2666666666666666,2.2666666666666666,2.2,3.466666666666667,3.2,3.2,14,14,9,2.1333333333333333,2.1333333333333333,2,6.933333333333334,9.333333333333334,6
20,17,11,4.094736842105263,3.2941176470588234,2.3454545454545452,2.4339622641509435,2.6911764705882355,1.8,1,1,1,3.0894736842105264,2.860294117647059,2.581818181818182,1.6842105263157894,1.4558823529411764,1.4363636363636363,2.2,2.588235294117647,2.3636363636363638,2.6,2.7058823529411766,3.6363636363636362,19,16,10,2.3,2.4705882352941178,2.3636363636363638,8.7,9.647058823529411,6.7272727272727275
17,17,9,3.2205882352941178,3.2205882352941178,1.9444444444444444,2.6838235294117645,2.661764705882353,1.5277777777777777,1,1,1,2.6176470588235294,2.6176470588235294,1.9722222222222223,1.8823529411764706,1.7573529411764706,1.5277777777777777,2.823529411764706,2.823529411764706,2.6666666666666665,3.176470588235294,2.9411764705882355,4,16,16,8,2.588235294117647,2.588235294117647,2.4444444444444446,7.0588235294117645,8.235294117647058,4.666666666666667
13,13,10,4.666666666666667,4.666666666666667,3.6666666666666665,3.282051282051282,3.484848484848485,2.3055555555555554,1,1,1,2.4871794871794872,2.4871794871794872,2.2444444444444445,1.9871794871794872,2.641025641025641,2.8,1.8461538461538463,1.8461538461538463,1.8,2.4615384615384617,2,2.4,12,12,9,2,2,2,4.769230769230769,3.5384615384615383,2.4
10,10,7,2.533333333333333,2.533333333333333,2.6666666666666665,1.7586206896551724,1.9545454545454546,1.7,1,1,1,2.1333333333333333,2.1333333333333333,2,1.6,1.488888888888889,1.619047619047619,2.2,2.2,1.7142857142857142,2.4,1.6,1.4285714285714286,9,9,6,2.2,2.2,1.7142857142857142,4.8,5.6,3.142857142857143
16,16,8,3.1416666666666666,3.1416666666666666,2.0714285714285716,2.4166666666666665,2.4916666666666667,1.4285714285714286,1,1,1,2.4916666666666667,2.4916666666666667,2.2142857142857144,1.6583333333333334,1.6333333333333333,1.6428571428571428,2.75,2.75,3,3.375,3.25,4.25,15,15,7,2.5,2.5,2,8.125,8.125,3.25
19,18,9,4.257309941520468,3.5686274509803924,3.138888888888889,3.5203252032520327,2.3191489361702127,2.107142857142857,1,1,1,3.263157894736842,2.8300653594771243,2.6944444444444446,1.631578947368421,1.5947712418300655,1.6111111111111112,2.1052631578947367,2.2222222222222223,2,2.1052631578947367,2.5555555555555554,2.4444444444444446,18,17,8,2.1052631578947367,2.2222222222222223,2,9.894736842105264,9.666666666666666,4
11,11,8,4,4,3,2.8,2.581818181818182,1.8214285714285714,1,1,1,3.1272727272727274,3.1272727272727274,2.5357142857142856,1.5272727272727273,1.7272727272727273,1.6071428571428572,1.8181818181818181,1.8181818181818181,1.75,2.727272727272727,2.727272727272727,3,10,10,7,1.8181818181818181,1.8181818181818181,1.75,5.090909090909091,4,3.5
30,29,20,3.698850574712644,3.539408866995074,5.321052631578947,3.496551724137931,3.1984126984126986,4.105263157894737,1,1,1,3.3057471264367817,3.0320197044334973,2.9157894736842107,1.8919540229885057,1.522167487684729,1.7263157894736842,2.3333333333333335,2.413793103448276,2.1,3.2,3.0344827586206895,3.1,29,28,19,2.3333333333333335,2.3448275862068964,2.1,11.266666666666667,15.10344827586207,8.5
23,21,16,5.304347826086956,3.9285714285714284,3.308333333333333,3.3201581027667983,3.019047619047619,2.941666666666667,1,1,1,3.324110671936759,3.123809523809524,2.941666666666667,1.9288537549407114,1.8047619047619048,1.8083333333333333,2.0869565217391304,2.2857142857142856,2.125,3.391304347826087,3.3333333333333335,3,22,20,15,2.347826086956522,2.5714285714285716,2.5,6.956521739130435,7.0476190476190474,5.625
18,18,11,6.019607843137255,6.019607843137255,4,3.7516339869281046,3.7516339869281046,2.290909090909091,1,1,1,3.045751633986928,3.045751633986928,2.690909090909091,2.0065359477124183,1.9673202614379084,2.018181818181818,2,2,1.8181818181818181,3.3333333333333335,3.3333333333333335,3.272727272727273,17,17,10,2.2222222222222223,2.2222222222222223,2.1818181818181817,5.666666666666667,6.444444444444445,3.272727272727273
15,15,8,2.876190476190476,2.876190476190476,2.142857142857143,2.342857142857143,2.1265822784810124,1.8928571428571428,1,1,1,2.5714285714285716,2.5714285714285716,1.8928571428571428,1.8476190476190477,1.7904761904761906,1.75,2.2666666666666666,2.2666666666666666,2.25,3.2,2.8,2.75,14,14,7,2.2666666666666666,2.2666666666666666,2.25,5.866666666666666,6.8,3
11,11,5,4,4,2,2.5454545454545454,2.727272727272727,1.3,1,1,1,2.581818181818182,2.581818181818182,1.8,2.0727272727272728,1.8181818181818181,1.6,1.8181818181818181,1.8181818181818181,1.6,2.909090909090909,2.727272727272727,2.8,10,10,4,1.8181818181818181,1.8181818181818181,1.6,3.6363636363636362,4.7272727272727275,2
38,35,23,4.405405405405405,3.5126050420168067,3.869565217391304,3.9061166429587484,3.3663865546218488,2.4822134387351777,1,1,1,3.8890469416785205,3.354621848739496,3.3203463203463204,1.9701280227596016,1.561344537815126,1.6956521739130435,2.473684210526316,2.6857142857142855,2.1739130434782608,3.4210526315789473,3.257142857142857,4.173913043478261,37,34,22,2.526315789473684,2.742857142857143,2.260869565217391,11.473684210526315,16.514285714285716,8.608695652173912
17,17,14,3.4558823529411766,3.4558823529411766,2.857142857142857,2.176470588235294,2.1691176470588234,1.934065934065934,1,1,1,2.4558823529411766,2.4558823529411766,2.2857142857142856,1.75,1.5073529411764706,1.4285714285714286,2.823529411764706,2.823529411764706,2.7142857142857144,4.235294117647059,4.352941176470588,4.142857142857143,16,16,13,2.823529411764706,2.823529411764706,2.7142857142857144,6.705882352941177,8.941176470588236,8
14,14,10,2.5714285714285716,2.5714285714285716,3.6666666666666665,2.230769230769231,2.318681318681319,2.111111111111111,1,1,1,2.6043956043956045,2.6043956043956045,2.422222222222222,1.967032967032967,1.7252747252747254,1.8444444444444446,2.4285714285714284,2.4285714285714284,1.8,3.5714285714285716,3.2857142857142856,3.4,13,13,9,2.4285714285714284,2.4285714285714284,2,4.285714285714286,5.714285714285714,3.6
27,27,18,3.6438746438746437,3.6438746438746437,6.333333333333333,4.0997150997151,4.267806267806268,3.5620915032679736,1,1,1,3.7777777777777777,3.7777777777777777,3.549019607843137,1.7008547008547008,1.6125356125356125,1.8823529411764706,2.3703703703703702,2.3703703703703702,1.8888888888888888,3.3333333333333335,3.111111111111111,3.5555555555555554,26,26,17,2.5185185185185186,2.5185185185185186,2.111111111111111,11.555555555555555,12.592592592592593,7.222222222222222
14,14,10,5,5,3.6666666666666665,2.923076923076923,2.260869565217391,2.488888888888889,1,1,1,3.043956043956044,3.043956043956044,2.7555555555555555,1.956043956043956,1.7252747252747254,1.7777777777777777,1.8571428571428572,1.8571428571428572,1.8,3.142857142857143,2.2857142857142856,2.8,13,13,9,2,2,2,4.714285714285714,5.714285714285714,3.6
26,24,16,6.806153846153846,4.992753623188406,5.666666666666667,3.360215053763441,3.585714285714286,3.6666666666666665,1,1,1,4.286153846153846,4.0144927536231885,3.9,1.756923076923077,1.5724637681159421,2.05,2,2.1666666666666665,2,2.4615384615384617,2.1666666666666665,2.625,25,23,15,2.230769230769231,2.3333333333333335,2.25,10.692307692307692,12.5,4.875
9,9,4,3,3,1.6666666666666667,2.5277777777777777,2.5277777777777777,1.1666666666666667,1,1,1,2.0555555555555554,2.0555555555555554,1.6666666666666667,1.6666666666666667,1.7222222222222223,1.6666666666666667,2,2,2,2.2222222222222223,2.2222222222222223,2.5,8,8,3,1.7777777777777777,1.7777777777777777,1.5,4.444444444444445,4.444444444444445,1.5
24,24,18,7.913043478260869,7.913043478260869,6.333333333333333,4.8121546961325965,4.740331491712707,3.7516339869281046,1,1,1,3.1739130434782608,3.1739130434782608,2.9673202614379086,2.0543478260869565,1.7536231884057971,1.6339869281045751,2,2,1.8888888888888888,2.3333333333333335,2.4166666666666665,3,23,23,17,2.0833333333333335,2.0833333333333335,2,7.166666666666667,10.916666666666666,8.11111111111111
20,20,14,5.1421052631578945,5.1421052631578945,5,3.3684210526315788,3.721052631578947,2.791208791208791,1,1,1,3.5526315789473686,3.5526315789473686,2.1904761904761907,2.1736842105263157,1.6631578947368422,1.5054945054945055,2,2,1.8571428571428572,3.2,2.9,3.2857142857142856,19,19,13,2.2,2.2,1.8571428571428572,5.7,8.6,7.285714285714286
13,13,8,3.1538461538461537,3.1538461538461537,2.2857142857142856,2.3205128205128207,2.6025641025641026,1.4761904761904763,1,1,1,2.8205128205128207,2.8205128205128207,2.392857142857143,1.6923076923076923,1.6282051282051282,1.75,2,2,2,2.769230769230769,2.3076923076923075,3,12,12,7,1.8461538461538463,1.8461538461538463,1.75,6.3076923076923075,6.615384615384615,3.25
18,17,11,3.9019607843137254,3.1470588235294117,2.4363636363636365,3.4052287581699345,2.323529411764706,1.7818181818181817,1,1,1,2.8627450980392157,2.698529411764706,2.4727272727272727,1.9477124183006536,1.7794117647058822,1.5454545454545454,2.2222222222222223,2.3529411764705883,2.1818181818181817,2.888888888888889,3.411764705882353,3.8181818181818183,17,16,10,2.111111111111111,2.1176470588235294,2,5.888888888888889,7.647058823529412,5.2727272727272725
28,27,21,6.476190476190476,6.358974358974359,6.642857142857143,4.375661375661376,4.15954415954416,3.719047619047619,1,1,1,4,3.7321937321937324,3.642857142857143,1.8095238095238095,2.111111111111111,1.6857142857142857,2.142857142857143,2.2222222222222223,2.0952380952380953,3.4285714285714284,3.4814814814814814,3.619047619047619,27,26,20,2.357142857142857,2.2222222222222223,2.1904761904761907,9.642857142857142,7.481481481481482,10.19047619047619
16,16,13,4.058333333333334,4.058333333333334,3.2564102564102564,2.5047619047619047,2.5047619047619047,2.1153846153846154,1,1,1,3.408333333333333,3.408333333333333,3.051282051282051,2.3666666666666667,2.35,2.5384615384615383,2,2,2,3.125,3.125,3.6923076923076925,15,15,12,2.125,2.125,2.1538461538461537,4.25,4.125,2.6153846153846154
24,24,15,4.177536231884058,4.177536231884058,4.933333333333334,2.764705882352941,3.1338582677165356,3,1,1,1,3.3152173913043477,3.3152173913043477,3.8285714285714287,2.1050724637681157,2.11231884057971,2.5047619047619047,2.4166666666666665,2.4166666666666665,2,2.75,2.3333333333333335,3.2,23,23,14,2.5,2.5,2,7.25,8.5,3.2
27,27,18,5.170940170940171,5.170940170940171,4.150326797385621,3.584045584045584,3.8676923076923075,2.810457516339869,1,1,1,3.4415954415954415,3.4415954415954415,2.8562091503267975,1.7264957264957266,1.5897435897435896,1.7843137254901962,2.074074074074074,2.074074074074074,2,3.185185185185185,2.814814814814815,2.888888888888889,26,26,17,2.2222222222222223,2.2222222222222223,2.2222222222222223,10.666666666666666,13.037037037037036,6.888888888888889
19,19,12,2.9239766081871346,2.9239766081871346,4.0606060606060606,2.8758169934640523,2.718954248366013,2.5757575757575757,1,1,1,2.754385964912281,2.754385964912281,2.712121212121212,2.0935672514619883,2.0701754385964914,1.9242424242424243,2.4210526315789473,2.4210526315789473,2,2.4210526315789473,2.6315789473684212,3.3333333333333335,18,18,11,2.526315789473684,2.526315789473684,2.1666666666666665,5.894736842105263,6.631578947368421,4.333333333333333
10,10,6,3.6666666666666665,3.6666666666666665,2.3333333333333335,2.3333333333333335,2.466666666666667,1.6666666666666667,1,1,1,2.2666666666666666,2.2666666666666666,1.7333333333333334,2.2,2.022222222222222,1.9333333333333333,1.8,1.8,1.6666666666666667,2.6,2.4,2.3333333333333335,9,9,5,2,2,2,3.2,4,2
26,26,17,6.135384615384615,6.135384615384615,6,4.6389891696750905,4.667870036101083,3.4044117647058822,1,1,1,4.236923076923077,4.236923076923077,4.205882352941177,2.206153846153846,2.236923076923077,2.3823529411764706,2,2,1.8823529411764706,3.076923076923077,3,3.176470588235294,25,25,16,2,2,1.8823529411764706,7.384615384615385,7.384615384615385,4.117647058823529
29,28,20,4.859605911330049,4.005291005291006,4.810526315789474,4.054187192118227,4.002645502645502,3.009433962264151,1,1,1,3.3399014778325125,3.3412698412698414,4.021052631578947,2.3497536945812807,2.0555555555555554,2.4,2.206896551724138,2.2857142857142856,2,2.9655172413793105,2.9285714285714284,2.9,28,27,19,2.2758620689655173,2.2857142857142856,2,8.068965517241379,9,5.2
13,13,8,3.282051282051282,3.282051282051282,2.2857142857142856,2.392857142857143,2.0714285714285716,2,1,1,1,2.576923076923077,2.576923076923077,2.142857142857143,2.0128205128205128,1.4102564102564104,1.6071428571428572,2,2,2,2.1538461538461537,2.6153846153846154,2.75,12,12,7,2,2,2,5.846153846153846,7.6923076923076925,3.25
25,25,14,6.07,6.07,5,4.181818181818182,4.300724637681159,2.901098901098901,1,1,1,3.47,3.47,3.241758241758242,1.84,1.6166666666666667,1.4835164835164836,2.08,2.08,1.8571428571428572,2.48,2.56,3.4285714285714284,24,24,13,2.32,2.32,2.2857142857142856,9.44,11.12,7.142857142857143
15,15,9,5.333333333333333,5.333333333333333,3.3333333333333335,3,2.3278688524590163,2.0833333333333335,1,1,1,2.6,2.6,2.4166666666666665,2.066666666666667,1.619047619047619,1.6944444444444444,1.8666666666666667,1.8666666666666667,1.7777777777777777,2.933333333333333,2.533333333333333,2.6666666666666665,14,14,8,2,2,2,4.133333333333334,6.4,3.3333333333333335
9,9,6,3.3333333333333335,3.3333333333333335,2.3333333333333335,2.1666666666666665,2.361111111111111,1.3,1,1,1,2.388888888888889,2.388888888888889,1.25,2.2777777777777777,1.5277777777777777,1.7333333333333334,1.7777777777777777,1.7777777777777777,1.6666666666666667,2.6666666666666665,2.4444444444444446,2.3333333333333335,8,8,5,1.7777777777777777,1.7777777777777777,1,2.4444444444444446,4.888888888888889,2
33,33,20,6.452651515151516,6.452651515151516,7,3.2635658914728682,3.2868217054263567,4.094736842105263,1,1,1,4.075757575757576,4.075757575757576,4.273684210526316,1.8636363636363635,1.8484848484848484,2.1473684210526316,2.242424242424242,2.242424242424242,2.1,3.1515151515151514,3.0303030303030303,3.5,32,32,19,2.303030303030303,2.303030303030303,2.2,11.333333333333334,11.696969696969697,5.6
10,10,9,3.6666666666666665,3.6666666666666665,3.3333333333333335,2.1555555555555554,2.3777777777777778,2.5277777777777777,1,1,1,2.6222222222222222,2.6222222222222222,2.388888888888889,2.088888888888889,2.2666666666666666,1.8055555555555556,1.8,1.8,1.7777777777777777,3,3,2.4444444444444446,9,9,8,1.8,1.8,1.7777777777777777,3.4,3.2,3.7777777777777777
14,14,11,4.461538461538462,4.461538461538462,4,2.235294117647059,3.3956043956043955,2.6545454545454548,1,1,1,2.32967032967033,2.32967032967033,2.1454545454545455,1.5274725274725274,1.5274725274725274,1.7454545454545454,2,2,1.8181818181818181,2.4285714285714284,2.4285714285714284,2.909090909090909,13,13,10,2.142857142857143,2.142857142857143,2,6.857142857142857,7.142857142857143,4.545454545454546
24,24,16,4.22463768115942,4.22463768115942,5.666666666666667,3.369565217391304,3.8260869565217392,3.433333333333333,1,1,1,3.2572463768115942,3.2572463768115942,3.4,1.931159420289855,1.576086956521739,1.975,2.0833333333333335,2.0833333333333335,1.875,3.4166666666666665,3,3,23,23,15,2.1666666666666665,2.1666666666666665,2,7.75,12.166666666666666,5.75
26,25,17,4.6461538461538465,4.1033333333333335,3.573529411764706,3.033333333333333,3.1231884057971016,2.2279411764705883,1,1,1,3.68,3.21,2.8088235294117645,2.1046153846153848,1.8533333333333333,1.8014705882352942,2.4615384615384617,2.56,2.588235294117647,3.5384615384615383,3.44,4.117647058823529,25,24,16,2.4615384615384617,2.56,2.588235294117647,7.076923076923077,9.28,6.9411764705882355
22,22,15,3.658008658008658,3.658008658008658,3.9047619047619047,3.367965367965368,3.3793103448275863,3.1809523809523808,1,1,1,3.012987012987013,3.012987012987013,3.066666666666667,1.6926406926406927,2.272727272727273,1.6666666666666667,2.3636363636363638,2.3636363636363638,2.1333333333333333,3.1818181818181817,3,3.2,21,21,14,2.5454545454545454,2.5454545454545454,2.1333333333333333,8.545454545454545,5.363636363636363,6.133333333333334
18,18,9,5.888888888888889,5.888888888888889,3.3333333333333335,3.8823529411764706,3.239669421487603,2.2222222222222223,1,1,1,3.3986928104575163,3.3986928104575163,2.7222222222222223,1.4379084967320261,1.6666666666666667,2.0833333333333335,2,2,1.7777777777777777,2.888888888888889,2.888888888888889,2.888888888888889,17,17,8,2,2,1.7777777777777777,10.444444444444445,8,2.6666666666666665
16,16,10,3.4,3.4,3.6666666666666665,2.7916666666666665,3.25,2.2,1,1,1,3,3,2.7111111111111112,2.0083333333333333,2.2333333333333334,2.111111111111111,2.25,2.25,1.8,2.875,2.75,3.2,15,15,9,2.25,2.25,1.8,6.125,6.625,3.2
31,31,14,7.595698924731183,7.595698924731183,4.153846153846154,5.455172413793103,3.41991341991342,2.0714285714285716,1,1,1,3.434408602150538,3.434408602150538,2.2758620689655173,1.7440860215053764,1.718279569892473,1.5714285714285714,2.3225806451612905,2.3225806451612905,2.2857142857142856,2.838709677419355,2.5161290322580645,2.857142857142857,30,30,13,2.3870967741935485,2.3870967741935485,1.8571428571428572,12.064516129032258,13.870967741935484,6.857142857142857
17,17,9,3.1544117647058822,3.1544117647058822,3.3333333333333335,2.693548387096774,2.7457627118644066,1.9444444444444444,1,1,1,3.2941176470588234,3.2941176470588234,2,1.7205882352941178,1.338235294117647,1.3611111111111112,2.1176470588235294,2.1176470588235294,1.7777777777777777,2.3529411764705883,2.235294117647059,3.3333333333333335,16,16,8,2.1176470588235294,2.1176470588235294,1.5555555555555556,7.411764705882353,10.705882352941176,5.111111111111111
28,28,19,3.759259259259259,3.759259259259259,3.497076023391813,3.962962962962963,3.7635327635327633,3.104575163398693,1,1,1,2.917989417989418,2.917989417989418,2.6432748538011697,2.3624338624338623,1.9232804232804233,2.2748538011695905,2.357142857142857,2.357142857142857,2.210526315789474,2.7142857142857144,2.7142857142857144,2.6315789473684212,27,27,18,2.5714285714285716,2.5714285714285716,2.526315789473684,7.642857142857143,10.428571428571429,4.7368421052631575
21,21,11,7.333333333333333,7.333333333333333,4,4.219047619047619,4.566666666666666,2.418181818181818,1,1,1,3.9238095238095236,3.9238095238095236,3.0545454545454547,1.7285714285714286,1.5,1.8181818181818181,1.9047619047619047,1.9047619047619047,1.8181818181818181,2.9523809523809526,2.6666666666666665,2.909090909090909,20,20,10,1.9047619047619047,1.9047619047619047,1.8181818181818181,9.523809523809524,11.80952380952381,3.8181818181818183
18,19,13,2.869281045751634,2.8304093567251463,2.5641025641025643,2.4705882352941178,2.7076023391812867,1.9102564102564104,1,1,1,2.6143790849673203,2.7017543859649122,2.576923076923077,2.2091503267973858,1.6257309941520468,2.423076923076923,3.6666666666666665,3.473684210526316,2.769230769230769,3.888888888888889,3.6842105263157894,4.153846153846154,17,18,12,3.111111111111111,2.9473684210526314,2.6153846153846154,6.222222222222222,9.368421052631579,3.230769230769231
10,10,6,3.6666666666666665,3.6666666666666665,2.3333333333333335,2.3777777777777778,2.6222222222222222,1.4666666666666666,1,1,1,2.466666666666667,2.466666666666667,2.1333333333333333,1.6444444444444444,2.2666666666666666,1.9333333333333333,1.8,1.8,1.6666666666666667,2.4,2.2,3,9,9,5,2,2,1.6666666666666667,4,2.8,2
